,Date,RainTomorrow
17053,2017/4/21,No
17054,2015/7/9,No
17055,2016/11/8,Yes
17056,2012/1/6,No
17057,2014/4/24,No
17058,2011/7/23,No
17059,2015/2/27,No
17060,2014/7/17,No
17061,2014/2/23,No
17062,2012/2/1,No
17063,2013/11/29,No
17064,2012/9/19,No
17065,2016/8/18,No
17066,2010/10/29,No
17067,2016/4/5,No
17068,2016/2/2,No
17069,2015/5/13,No
17070,2012/2/17,No
17071,2014/2/21,No
17072,2009/6/2,Yes
17073,2013/5/20,No
17074,2010/7/4,No
17075,2014/8/15,No
17076,2015/10/30,Yes
17077,2014/6/15,No
17078,2010/8/6,No
17079,2015/8/8,No
17080,2016/11/20,No
17081,2009/10/17,No
17082,2014/9/6,Yes
17083,2012/8/24,No
17084,2010/11/27,No
17085,2011/5/13,Yes
17086,2008/12/17,No
17087,2012/11/29,No
17088,2012/7/8,No
17089,2013/3/15,Yes
17090,2010/6/25,Yes
17091,2014/9/15,No
17092,2009/5/25,No
17093,2010/6/18,No
17094,2010/3/30,No
17095,2017/2/15,No
17096,2009/4/11,No
17097,2013/10/25,No
17098,2013/8/5,No
17099,2014/3/17,No
17100,2010/6/17,No
17101,2010/7/22,No
17102,2012/10/30,No
17103,2012/3/29,No
17104,2014/8/5,No
17105,2010/10/28,No
17106,2013/4/3,No
17107,2014/11/29,No
17108,2016/1/27,No
17109,2013/10/6,No
17110,2014/7/20,No
17111,2011/12/22,No
17112,2014/11/9,No
17113,2016/11/14,No
17114,2010/8/16,No
17115,2011/5/7,No
17116,2010/12/31,Yes
17117,2014/5/3,No
17118,2011/7/15,No
17119,2009/5/10,No
17120,2012/8/29,Yes
17121,2014/1/31,No
17122,2009/2/8,No
17123,2011/3/21,No
17124,2013/3/8,No
17125,2010/9/8,No
17126,2011/8/19,No
17127,2012/9/28,No
17128,2014/6/22,Yes
17129,2014/10/19,No
17130,2013/6/2,No
17131,2012/3/7,Yes
17132,2016/8/1,No
17133,2013/11/2,No
17134,2015/5/28,No
17135,2009/5/31,No
17136,2010/10/31,No
17137,2014/6/27,Yes
17138,2011/12/13,Yes
17139,2011/2/18,No
17140,2011/6/1,No
17141,2016/7/22,No
17142,2007/11/2,No
17143,2009/2/12,No
17144,2015/5/10,No
17145,2010/5/24,No
17146,2012/7/6,No
17147,2009/4/25,No
17148,2014/3/4,No
17149,2010/4/14,No
17150,2015/8/16,Yes
17151,2010/8/9,No
17152,2010/3/31,No
17153,2010/8/30,Yes
17154,2011/12/4,No
17155,2015/8/22,No
17156,2015/9/1,No
17157,2016/2/25,No
17158,2015/5/28,No
17159,2015/2/11,No
17160,2010/9/12,No
17161,2016/7/24,No
17162,2012/10/10,Yes
17163,2016/10/13,No
17164,2014/5/1,No
17165,2009/11/7,No
17166,2010/5/29,Yes
17167,2009/7/10,No
17168,2009/5/17,No
17169,2012/10/4,No
17170,2012/2/11,No
17171,2015/6/13,No
17172,2010/5/4,No
17173,2016/7/1,No
17174,2012/2/8,No
17175,2010/9/25,No
17176,2011/3/12,No
17177,2008/1/19,Yes
17178,2010/7/22,No
17179,2013/11/16,No
17180,2012/10/17,No
17181,2014/3/1,No
17182,2011/10/17,No
17183,2009/8/17,No
17184,2009/8/29,Yes
17185,2016/2/8,Yes
17186,2009/1/26,No
17187,2013/11/1,No
17188,2010/7/15,No
17189,2017/2/24,No
17190,2009/10/17,No
17191,2013/3/27,No
17192,2009/10/28,No
17193,2016/5/7,Yes
17194,2012/1/27,No
17195,2013/5/15,No
17196,2013/8/8,No
17197,2013/3/8,No
17198,2010/12/28,No
17199,2015/4/10,No
17200,2016/11/3,No
17201,2017/4/28,Yes
17202,2017/4/16,No
17203,2015/8/8,Yes
17204,2010/7/26,No
17205,2011/5/19,No
17206,2016/11/29,Yes
17207,2016/3/7,No
17208,2010/5/19,No
17209,2011/1/17,Yes
17210,2013/11/26,No
17211,2009/1/1,No
17212,2014/2/14,Yes
17213,2017/5/1,No
17214,2016/3/10,No
17215,2011/2/19,No
17216,2012/8/9,No
17217,2012/9/24,No
17218,2015/1/3,No
17219,2010/12/14,No
17220,2009/7/14,No
17221,2010/4/28,No
17222,2013/3/18,No
17223,2016/7/2,No
17224,2010/6/30,No
17225,2009/9/18,No
17226,2011/12/17,No
17227,2009/12/17,No
17228,2010/3/27,No
17229,2009/2/11,No
17230,2009/6/14,No
17231,2014/5/4,No
17232,2013/11/15,No
17233,2010/6/12,No
17234,2014/6/17,No
17235,2010/1/8,No
17236,2011/7/26,No
17237,2013/5/19,No
17238,2012/9/4,No
17239,2014/12/7,Yes
17240,2016/10/20,No
17241,2011/5/22,No
17242,2009/2/2,No
17243,2011/10/1,No
17244,2016/1/7,No
17245,2009/2/14,No
17246,2015/5/28,No
17247,2013/3/17,No
17248,2012/6/6,No
17249,2014/12/8,Yes
17250,2016/2/29,No
17251,2014/3/14,No
17252,2011/2/1,No
17253,2012/8/22,No
17254,2017/3/28,No
17255,2014/7/19,No
17256,2016/9/10,No
17257,2012/10/7,No
17258,2015/2/3,No
17259,2009/9/12,No
17260,2009/7/15,No
17261,2012/7/29,No
17262,2012/7/25,No
17263,2010/11/13,No
17264,2013/11/1,No
17265,2015/2/27,No
17266,2016/5/13,No
17267,2014/11/1,Yes
17268,2012/10/16,No
17269,2016/3/15,No
17270,2009/10/17,No
17271,2012/2/15,No
17272,2010/4/13,No
17273,2016/5/7,No
17274,2009/4/29,No
17275,2017/5/9,No
17276,2014/2/15,No
17277,2016/12/31,No
17278,2015/6/1,No
17279,2014/6/4,No
17280,2012/11/9,No
17281,2010/1/25,No
17282,2011/7/30,No
17283,2011/9/11,No
17284,2016/12/12,No
17285,2009/7/30,No
17286,2013/6/28,Yes
17287,2009/9/13,Yes
17288,2017/1/25,Yes
17289,2010/12/24,No
17290,2017/1/13,No
17291,2010/9/2,No
17292,2014/11/15,Yes
17293,2012/3/9,No
17294,2015/8/28,No
17295,2013/5/15,No
17296,2017/2/1,No
17297,2012/4/25,No
17298,2009/1/28,No
17299,2014/6/10,No
17300,2014/7/8,No
17301,2009/7/10,No
17302,2015/9/17,No
17303,2017/5/6,No
17304,2009/9/9,No
17305,2013/1/2,No
17306,2013/10/12,No
17307,2010/10/16,No
17308,2009/9/19,No
17309,2015/3/5,No
17310,2014/12/4,No
17311,2013/5/5,No
17312,2012/6/22,No
17313,2016/8/10,No
17314,2011/3/27,No
17315,2016/12/17,No
17316,2015/1/14,No
17317,2015/3/31,No
17318,2012/4/17,No
17319,2010/8/2,No
17320,2013/6/6,Yes
17321,2013/10/18,No
17322,2014/8/12,No
17323,2010/8/8,No
17324,2010/9/16,No
17325,2010/6/2,No
17326,2010/1/15,No
17327,2011/7/25,No
17328,2010/11/6,No
17329,2013/7/30,No
17330,2012/11/2,No
17331,2013/4/7,No
17332,2016/6/1,No
17333,2014/11/12,Yes
17334,2014/12/5,No
17335,2011/11/9,No
17336,2010/10/16,No
17337,2008/12/1,Yes
17338,2009/6/28,No
17339,2017/3/9,No
17340,2013/8/12,No
17341,2014/1/29,No
17342,2013/4/11,Yes
17343,2008/10/18,No
17344,2012/2/29,No
17345,2017/3/3,No
17346,2011/5/2,No
17347,2014/9/22,Yes
17348,2009/2/28,No
17349,2009/9/9,No
17350,2015/5/15,No
17351,2016/3/16,No
17352,2011/5/20,No
17353,2012/3/25,No
17354,2010/2/22,Yes
17355,2015/12/22,Yes
17356,2011/5/14,No
17357,2013/8/26,No
17358,2011/1/2,No
17359,2009/6/7,Yes
17360,2015/9/29,No
17361,2010/7/14,No
17362,2010/8/10,Yes
17363,2015/11/19,No
17364,2013/7/22,No
17365,2010/12/27,Yes
17366,2011/7/21,Yes
17367,2016/3/28,No
17368,2011/2/8,No
17369,2011/11/6,No
17370,2014/2/15,Yes
17371,2017/5/3,No
17372,2012/2/10,No
17373,2011/9/25,Yes
17374,2009/11/16,No
17375,2009/6/8,No
17376,2013/9/19,No
17377,2014/5/22,No
17378,2016/6/23,No
17379,2009/4/22,No
17380,2008/9/27,No
17381,2011/9/15,No
17382,2011/1/1,No
17383,2012/7/25,No
17384,2012/2/17,No
17385,2014/8/8,No
17386,2009/11/13,No
17387,2010/6/27,No
17388,2014/5/10,No
17389,2014/8/1,No
17390,2010/12/12,Yes
17391,2014/4/13,Yes
17392,2012/4/22,Yes
17393,2011/1/16,No
17394,2013/7/10,No
17395,2012/10/20,No
17396,2016/7/25,No
17397,2012/4/22,Yes
17398,2015/5/2,No
17399,2009/6/24,Yes
17400,2010/9/11,No
17401,2012/11/12,No
17402,2010/4/20,No
17403,2015/3/9,No
17404,2013/10/22,Yes
17405,2014/2/13,No
17406,2009/1/25,No
17407,2016/1/10,No
17408,2016/1/13,No
17409,2009/1/19,No
17410,2016/6/17,Yes
17411,2010/8/20,No
17412,2016/12/21,No
17413,2015/1/3,No
17414,2010/7/19,No
17415,2017/4/29,No
17416,2014/12/15,No
17417,2016/11/8,No
17418,2016/10/25,No
17419,2015/8/6,No
17420,2016/4/27,No
17421,2011/12/30,No
17422,2014/5/9,No
17423,2015/2/2,No
17424,2012/2/28,No
17425,2016/5/6,No
17426,2017/5/26,No
17427,2017/2/2,No
17428,2013/11/22,Yes
17429,2008/12/24,No
17430,2016/1/7,No
17431,2016/5/28,Yes
17432,2017/4/3,Yes
17433,2011/8/30,No
17434,2009/8/6,No
17435,2013/7/28,No
17436,2013/11/1,No
17437,2014/8/23,No
17438,2014/2/16,Yes
17439,2009/8/24,No
17440,2011/9/3,No
17441,2015/2/22,No
17442,2014/3/28,Yes
17443,2014/7/19,No
17444,2013/7/12,No
17445,2015/7/15,No
17446,2012/9/13,Yes
17447,2012/10/27,No
17448,2010/9/4,No
17449,2016/5/23,Yes
17450,2013/9/27,No
17451,2010/8/11,No
17452,2012/6/13,Yes
17453,2013/11/3,No
17454,2017/2/14,No
17455,2009/4/10,No
17456,2016/7/31,No
17457,2016/10/20,No
17458,2009/9/16,No
17459,2011/12/16,Yes
17460,2009/9/29,No
17461,2010/6/17,Yes
17462,2010/8/19,No
17463,2009/5/6,No
17464,2011/2/25,No
17465,2012/11/7,No
17466,2008/12/5,No
17467,2009/11/23,No
17468,2010/3/26,No
17469,2009/2/16,No
17470,2012/3/29,No
17471,2010/9/3,No
17472,2009/2/9,Yes
17473,2014/5/6,No
17474,2009/5/25,Yes
17475,2012/10/23,No
17476,2016/2/4,No
17477,2012/7/9,No
17478,2010/10/17,No
17479,2012/7/10,No
17480,2013/9/20,No
17481,2015/1/22,No
17482,2016/1/23,No
17483,2013/7/12,No
17484,2014/3/14,No
17485,2015/12/4,No
17486,2015/6/17,Yes
17487,2015/10/14,No
17488,2009/3/15,No
17489,2012/1/17,Yes
17490,2009/8/4,No
17491,2009/9/16,No
17492,2013/1/12,No
17493,2009/7/26,No
17494,2011/12/15,No
17495,2014/3/13,No
17496,2011/3/28,No
17497,2017/1/2,No
17498,2016/6/20,Yes
17499,2015/4/28,No
17500,2010/3/27,No
17501,2010/6/24,Yes
17502,2013/11/22,No
17503,2012/1/21,No
17504,2014/11/23,No
17505,2012/1/6,No
17506,2010/2/1,No
17507,2009/8/18,No
17508,2016/7/16,No
17509,2014/2/13,Yes
17510,2015/4/30,No
17511,2009/3/10,No
17512,2013/7/22,No
17513,2009/11/15,No
17514,2014/1/1,No
17515,2015/8/19,No
17516,2009/11/24,Yes
17517,2016/6/20,Yes
17518,2016/2/15,No
17519,2014/1/6,Yes
17520,2010/3/6,Yes
17521,2015/10/18,No
17522,2012/10/22,No
17523,2010/8/28,No
17524,2016/12/26,No
17525,2009/11/12,No
17526,2010/6/7,No
17527,2012/4/22,No
17528,2016/3/12,No
17529,2017/6/25,No
17530,2014/11/19,No
17531,2010/10/15,Yes
17532,2011/9/2,No
17533,2011/6/19,Yes
17534,2009/6/16,No
17535,2015/8/21,No
17536,2016/2/28,No
17537,2014/10/15,No
17538,2014/9/5,No
17539,2014/7/11,No
17540,2015/12/14,No
17541,2016/1/25,No
17542,2013/12/28,No
17543,2016/12/18,No
17544,2015/5/30,No
17545,2009/9/3,Yes
17546,2015/5/31,No
17547,2010/1/15,No
17548,2016/3/27,No
17549,2017/5/9,No
17550,2011/1/31,No
17551,2015/7/20,No
17552,2010/8/10,Yes
17553,2017/3/31,No
17554,2017/1/15,No
17555,2013/8/11,No
17556,2009/10/13,No
17557,2016/8/23,No
17558,2012/6/23,No
17559,2015/1/6,No
17560,2014/2/7,Yes
17561,2009/12/29,No
17562,2011/3/24,Yes
17563,2014/3/15,No
17564,2017/1/3,No
17565,2017/1/13,No
17566,2012/2/15,No
17567,2009/3/27,No
17568,2009/8/10,No
17569,2009/4/1,No
17570,2009/8/21,No
17571,2011/7/14,No
17572,2010/12/21,No
17573,2009/5/27,No
17574,2009/2/7,No
17575,2010/7/27,Yes
17576,2010/3/17,No
17577,2017/4/5,No
17578,2013/5/9,No
17579,2013/12/3,No
17580,2013/4/11,No
17581,2009/5/24,No
17582,2013/11/7,No
17583,2014/1/29,No
17584,2009/10/3,No
17585,2013/4/11,No
17586,2016/9/5,No
17587,2015/2/6,No
17588,2011/3/18,No
17589,2011/5/18,No
17590,2017/4/17,No
17591,2009/4/19,No
17592,2014/2/16,No
17593,2016/3/15,No
17594,2014/5/2,No
17595,2013/12/26,No
17596,2010/2/18,No
17597,2012/8/6,No
17598,2015/9/23,No
17599,2016/10/4,Yes
17600,2011/10/4,No
17601,2015/4/3,No
17602,2010/10/13,No
17603,2011/1/19,No
17604,2014/5/19,No
17605,2014/5/12,No
17606,2014/7/1,No
17607,2010/7/14,No
17608,2010/7/25,Yes
17609,2017/6/9,No
17610,2010/5/28,No
17611,2015/11/3,No
17612,2012/4/29,No
17613,2012/11/20,No
17614,2011/7/6,Yes
17615,2010/3/23,No
17616,2016/4/22,No
17617,2011/6/16,No
17618,2012/10/24,No
17619,2017/6/20,No
17620,2009/7/23,No
17621,2015/2/16,No
17622,2009/9/7,No
17623,2013/10/10,Yes
17624,2009/4/23,No
17625,2009/8/11,No
17626,2014/3/28,No
17627,2010/3/20,No
17628,2014/5/12,No
17629,2017/1/6,No
17630,2012/10/10,No
17631,2009/6/4,No
17632,2012/8/21,Yes
17633,2014/9/21,Yes
17634,2011/5/5,No
17635,2014/9/13,No
17636,2015/5/20,No
17637,2016/8/2,No
17638,2009/1/21,No
17639,2014/5/3,Yes
17640,2017/1/14,No
17641,2017/3/26,No
17642,2014/12/8,No
17643,2017/4/24,No
17644,2013/4/15,No
17645,2011/8/1,No
17646,2016/7/1,No
17647,2009/11/17,No
17648,2012/1/7,No
17649,2009/1/21,No
17650,2011/12/20,No
17651,2012/5/1,Yes
17652,2010/1/9,No
17653,2014/2/3,No
17654,2015/9/27,Yes
17655,2010/6/20,No
17656,2011/2/4,No
17657,2009/11/23,No
17658,2014/4/15,No
17659,2012/4/28,No
17660,2014/7/4,Yes
17661,2014/3/20,No
17662,2017/2/25,Yes
17663,2014/4/23,No
17664,2012/1/15,No
17665,2010/1/8,No
17666,2015/8/30,No
17667,2014/10/29,No
17668,2017/6/23,Yes
17669,2012/9/16,No
17670,2016/5/11,No
17671,2016/11/10,No
17672,2015/2/14,No
17673,2008/12/14,No
17674,2011/11/28,No
17675,2012/3/9,No
17676,2015/4/11,No
17677,2014/2/23,No
17678,2009/10/25,No
17679,2013/8/8,No
17680,2009/7/16,No
17681,2009/7/28,Yes
17682,2015/1/13,No
17683,2014/5/20,No
17684,2011/1/17,No
17685,2010/10/15,No
17686,2009/10/7,No
17687,2016/12/20,No
17688,2012/2/21,No
17689,2013/11/9,No
17690,2015/3/21,Yes
17691,2012/1/28,No
17692,2011/10/19,No
17693,2010/9/24,No
17694,2016/12/15,No
17695,2015/9/5,No
17696,2017/5/1,No
17697,2008/8/13,No
17698,2013/9/25,No
17699,2011/5/2,No
17700,2013/5/9,No
17701,2017/2/14,No
17702,2016/7/22,No
17703,2015/1/2,Yes
17704,2012/6/6,No
17705,2009/1/14,No
17706,2012/8/21,Yes
17707,2010/8/19,No
17708,2014/2/19,No
17709,2014/8/2,No
17710,2013/5/17,Yes
17711,2012/6/27,No
17712,2015/11/4,Yes
17713,2014/4/29,No
17714,2009/10/15,No
17715,2016/12/16,No
17716,2016/4/26,No
17717,2012/3/19,No
17718,2010/8/2,No
17719,2012/10/12,Yes
17720,2016/10/24,No
17721,2009/5/9,No
17722,2014/7/15,Yes
17723,2014/3/12,No
17724,2014/5/31,No
17725,2013/11/10,No
17726,2013/9/26,No
17727,2013/9/7,No
17728,2016/7/7,No
17729,2009/10/22,No
17730,2016/10/10,No
17731,2013/6/6,No
17732,2010/5/27,Yes
17733,2011/12/20,No
17734,2011/9/5,No
17735,2017/5/2,No
17736,2009/3/14,Yes
17737,2013/5/4,No
17738,2015/9/10,No
17739,2013/11/21,No
17740,2017/6/1,No
17741,2015/10/29,No
17742,2011/5/8,No
17743,2016/9/25,No
17744,2015/1/16,No
17745,2014/5/7,No
17746,2016/9/13,No
17747,2011/5/27,No
17748,2010/5/4,No
17749,2009/3/17,No
17750,2013/7/7,No
17751,2010/11/13,No
17752,2012/10/20,No
17753,2013/8/18,No
17754,2011/12/20,No
17755,2015/4/20,No
17756,2010/7/23,No
17757,2016/11/6,No
17758,2012/6/29,Yes
17759,2013/5/6,No
17760,2014/1/10,No
17761,2015/6/1,No
17762,2014/5/29,No
17763,2009/8/18,No
17764,2010/4/27,No
17765,2014/4/17,No
17766,2016/7/16,No
17767,2010/8/6,No
17768,2013/9/23,No
17769,2017/2/25,Yes
17770,2009/11/22,No
17771,2009/6/9,No
17772,2014/7/23,No
17773,2017/3/17,Yes
17774,2014/12/25,No
17775,2011/6/18,No
17776,2009/9/21,No
17777,2008/8/3,No
17778,2014/11/14,Yes
17779,2012/1/10,Yes
17780,2015/8/21,No
17781,2010/2/2,No
17782,2009/10/19,No
17783,2015/7/17,Yes
17784,2008/12/28,No
17785,2008/8/15,No
17786,2016/10/15,No
17787,2010/3/17,Yes
17788,2009/6/21,Yes
17789,2012/6/24,No
17790,2011/5/23,No
17791,2016/9/28,No
17792,2016/8/18,No
17793,2016/3/7,No
17794,2014/10/12,No
17795,2017/3/15,No
17796,2009/12/3,No
17797,2010/4/28,No
17798,2014/2/26,No
17799,2016/2/13,No
17800,2009/4/5,No
17801,2013/3/3,No
17802,2015/5/28,No
17803,2017/4/11,No
17804,2016/5/17,No
17805,2016/4/7,No
17806,2012/4/17,No
17807,2010/11/16,No
17808,2016/3/5,No
17809,2014/10/23,No
17810,2010/3/31,No
17811,2011/8/20,No
17812,2013/3/18,No
17813,2012/10/31,No
17814,2013/12/10,No
17815,2008/12/18,Yes
17816,2016/3/18,No
17817,2012/4/7,No
17818,2013/1/10,No
17819,2010/9/4,No
17820,2012/11/24,No
17821,2009/4/29,No
17822,2013/4/4,Yes
17823,2016/2/29,No
17824,2011/11/29,No
17825,2010/7/20,No
17826,2013/7/17,No
17827,2009/7/7,Yes
17828,2011/1/22,No
17829,2011/3/17,No
17830,2016/5/11,No
17831,2015/10/23,No
17832,2011/9/24,No
17833,2009/4/17,No
17834,2012/6/4,No
17835,2012/11/23,No
17836,2010/1/4,No
17837,2016/1/1,No
17838,2013/11/8,Yes
17839,2012/8/10,No
17840,2012/4/4,No
17841,2015/3/25,No
17842,2010/1/30,Yes
17843,2010/12/19,No
17844,2015/9/18,No
17845,2012/4/16,Yes
17846,2008/7/22,No
17847,2012/2/18,No
17848,2009/9/13,No
17849,2012/2/16,No
17850,2014/6/8,Yes
17851,2010/8/14,No
17852,2016/5/19,Yes
17853,2015/7/20,No
17854,2014/1/30,No
17855,2012/8/4,No
17856,2016/7/23,No
17857,2009/10/17,No
17858,2012/1/21,No
17859,2011/2/9,No
17860,2011/7/18,No
17861,2016/11/19,No
17862,2015/5/11,No
17863,2017/1/7,No
17864,2009/4/4,No
17865,2013/11/8,Yes
17866,2017/5/9,No
17867,2011/1/20,No
17868,2008/6/1,No
17869,2013/5/9,No
17870,2009/2/6,No
17871,2015/2/24,No
17872,2012/3/20,No
17873,2012/8/5,Yes
17874,2012/5/16,No
17875,2009/6/12,No
17876,2009/10/7,No
17877,2012/4/6,No
17878,2009/11/7,No
17879,2013/3/12,No
17880,2017/3/30,Yes
17881,2013/10/15,No
17882,2015/9/16,No
17883,2009/10/8,No
17884,2013/7/9,No
17885,2009/8/30,No
17886,2010/5/17,No
17887,2017/1/7,No
17888,2010/7/24,No
17889,2010/11/24,Yes
17890,2010/5/16,No
17891,2017/3/26,No
17892,2010/5/5,No
17893,2015/2/9,No
17894,2009/6/7,No
17895,2009/6/9,No
17896,2011/8/12,No
17897,2013/10/11,No
17898,2008/7/20,No
17899,2017/2/3,No
17900,2015/1/22,No
17901,2009/2/12,No
17902,2010/9/14,No
17903,2013/5/7,No
17904,2016/4/28,No
17905,2014/6/13,No
17906,2013/8/22,No
17907,2016/8/21,No
17908,2010/3/27,No
17909,2014/1/28,No
17910,2015/3/17,No
17911,2015/11/19,No
17912,2016/1/20,No
17913,2009/3/6,No
17914,2013/7/10,No
17915,2013/10/8,No
17916,2016/4/7,No
17917,2017/3/31,No
17918,2016/3/21,No
17919,2011/2/7,No
17920,2013/5/24,No
17921,2008/8/17,No
17922,2016/9/23,No
17923,2012/9/10,No
17924,2015/6/25,No
17925,2010/8/15,No
17926,2014/6/24,Yes
17927,2009/7/4,Yes
17928,2016/3/21,No
17929,2012/7/31,No
17930,2011/9/21,No
17931,2011/11/29,No
17932,2017/4/13,No
17933,2013/7/23,No
17934,2016/1/25,No
17935,2010/9/15,No
17936,2015/1/25,No
17937,2009/7/19,No
17938,2010/5/26,No
17939,2015/6/18,Yes
17940,2009/7/6,No
17941,2014/7/8,No
17942,2013/6/10,No
17943,2013/5/28,No
17944,2010/1/23,No
17945,2009/9/6,No
17946,2017/4/12,No
17947,2010/6/24,No
17948,2012/4/18,Yes
17949,2015/5/20,No
17950,2009/9/26,Yes
17951,2014/4/28,No
17952,2012/6/16,No
17953,2012/7/24,No
17954,2015/11/25,No
17955,2014/11/28,No
17956,2013/4/22,No
17957,2009/7/28,Yes
17958,2014/12/25,No
17959,2015/5/2,Yes
17960,2015/3/8,No
17961,2016/3/12,No
17962,2013/10/20,No
17963,2015/1/18,No
17964,2014/5/25,No
17965,2016/6/5,No
17966,2014/5/22,No
17967,2017/6/20,No
17968,2017/2/18,No
17969,2013/7/18,No
17970,2014/7/11,No
17971,2011/11/28,No
17972,2009/6/17,No
17973,2017/3/18,Yes
17974,2010/6/16,No
17975,2012/4/22,No
17976,2013/4/8,No
17977,2011/9/17,No
17978,2012/8/18,No
17979,2016/1/8,No
17980,2011/3/15,No
17981,2009/2/22,No
17982,2009/5/16,No
17983,2014/3/9,No
17984,2014/2/11,No
17985,2010/5/1,No
17986,2010/1/1,No
17987,2010/6/11,No
17988,2014/2/1,Yes
17989,2016/2/8,No
17990,2012/2/12,No
17991,2016/12/17,No
17992,2012/11/27,Yes
17993,2011/8/15,Yes
17994,2015/5/5,No
17995,2013/7/10,No
17996,2016/3/6,No
17997,2009/7/22,Yes
17998,2014/1/10,No
17999,2011/11/20,No
18000,2012/11/27,No
18001,2016/7/11,Yes
18002,2015/12/16,No
18003,2012/7/14,No
18004,2013/6/14,No
18005,2011/12/15,No
18006,2012/7/19,No
18007,2015/3/11,No
18008,2012/2/7,No
18009,2012/7/26,No
18010,2016/10/6,No
18011,2014/10/13,No
18012,2017/2/26,No
18013,2014/1/17,No
18014,2014/10/22,No
18015,2010/11/7,No
18016,2013/10/31,No
18017,2010/4/5,Yes
18018,2011/9/8,No
18019,2017/5/15,No
18020,2017/2/4,No
18021,2011/7/6,Yes
18022,2013/3/25,No
18023,2010/1/27,Yes
18024,2017/5/11,Yes
18025,2010/2/3,No
18026,2009/6/26,No
18027,2014/2/26,No
18028,2012/4/19,No
18029,2013/10/1,Yes
18030,2014/1/29,No
18031,2009/3/9,No
18032,2011/10/28,Yes
18033,2010/5/19,No
18034,2009/8/11,No
18035,2012/4/29,No
18036,2016/4/14,No
18037,2016/12/10,No
18038,2011/10/12,No
18039,2010/4/14,No
18040,2014/8/7,No
18041,2009/2/20,No
18042,2017/1/4,No
18043,2009/6/6,No
18044,2015/10/17,No
18045,2010/12/10,No
18046,2011/2/14,No
18047,2012/3/26,No
18048,2015/4/20,Yes
18049,2016/12/3,No
18050,2009/2/12,No
18051,2014/4/19,No
18052,2009/12/21,No
18053,2015/8/2,No
18054,2013/4/6,No
18055,2016/4/13,No
18056,2016/11/18,No
18057,2016/11/19,No
18058,2014/5/6,No
18059,2008/10/1,No
18060,2010/12/11,No
18061,2016/12/9,No
18062,2013/7/1,Yes
18063,2009/8/28,No
18064,2009/3/3,No
18065,2013/12/12,No
18066,2013/8/15,No
18067,2015/3/14,No
18068,2015/1/29,Yes
18069,2011/11/24,No
18070,2012/7/26,Yes
18071,2013/8/3,Yes
18072,2009/2/4,No
18073,2016/10/16,No
18074,2009/9/30,No
18075,2015/6/3,No
18076,2009/11/14,No
18077,2016/5/2,No
18078,2015/10/26,No
18079,2017/6/18,No
18080,2012/4/14,No
18081,2015/1/30,No
18082,2009/3/18,No
18083,2009/6/4,No
18084,2016/8/24,Yes
18085,2014/11/24,No
18086,2009/11/7,No
18087,2013/5/22,Yes
18088,2009/4/16,No
18089,2012/5/23,No
18090,2011/6/4,No
18091,2016/10/19,No
18092,2013/4/13,No
18093,2010/7/28,Yes
18094,2009/12/24,Yes
18095,2013/5/3,No
18096,2010/10/21,No
18097,2011/6/24,No
18098,2008/11/1,No
18099,2015/4/4,No
18100,2009/5/19,No
18101,2009/12/6,No
18102,2011/7/23,No
18103,2014/6/14,No
18104,2015/10/13,No
18105,2012/9/12,No
18106,2013/8/27,No
18107,2014/4/11,Yes
18108,2010/9/12,No
18109,2009/10/22,No
18110,2010/12/29,No
18111,2009/5/3,No
18112,2012/7/7,No
18113,2010/7/3,No
18114,2011/2/6,No
18115,2012/5/23,No
18116,2016/3/30,No
18117,2010/2/14,No
18118,2012/7/3,No
18119,2009/3/11,No
18120,2015/11/10,No
18121,2013/4/30,No
18122,2010/4/20,No
18123,2011/8/7,No
18124,2011/8/3,No
18125,2009/2/15,Yes
18126,2010/11/25,Yes
18127,2009/12/15,No
18128,2013/5/27,No
18129,2009/10/24,No
18130,2010/1/9,No
18131,2014/10/4,No
18132,2014/4/16,No
18133,2009/1/23,No
18134,2014/3/15,No
18135,2014/10/30,No
18136,2012/6/21,No
18137,2013/6/22,No
18138,2010/6/20,No
18139,2013/11/1,No
18140,2015/6/14,No
18141,2010/2/5,Yes
18142,2017/6/24,No
18143,2016/8/17,No
18144,2010/6/11,Yes
18145,2010/8/20,No
18146,2009/3/31,No
18147,2011/8/20,No
18148,2011/5/10,No
18149,2015/9/24,No
18150,2010/2/22,No
18151,2011/11/8,No
18152,2013/8/17,No
18153,2016/4/30,No
18154,2014/11/4,No
18155,2010/6/27,No
18156,2015/5/22,Yes
18157,2015/9/24,No
18158,2014/6/10,Yes
18159,2009/2/25,No
18160,2009/10/11,No
18161,2014/10/21,No
18162,2016/8/4,No
18163,2012/10/24,No
18164,2016/11/23,No
18165,2011/8/12,No
18166,2015/7/22,No
18167,2009/5/16,Yes
18168,2012/6/24,No
18169,2016/10/8,No
18170,2013/9/10,No
18171,2013/4/2,No
18172,2014/6/6,No
18173,2011/10/25,No
18174,2012/4/25,No
18175,2010/12/11,No
18176,2009/3/24,No
18177,2015/6/6,No
18178,2016/11/26,No
18179,2012/7/2,No
18180,2011/7/21,Yes
18181,2011/10/24,Yes
18182,2013/12/4,Yes
18183,2017/4/5,No
18184,2015/6/1,No
18185,2009/2/21,No
18186,2011/7/21,No
18187,2013/9/15,No
18188,2014/2/21,Yes
18189,2017/6/17,No
18190,2012/10/23,No
