Date,RainTomorrow
2010/6/8,No
2013/6/1,Yes
2014/11/28,No
2014/10/12,No
2014/3/15,No
2012/1/14,No
2009/7/23,No
2016/3/30,No
2017/3/29,Yes
2016/7/19,Yes
2014/4/13,No
2010/11/23,No
2010/6/7,Yes
2015/6/27,No
2015/11/14,No
2016/4/14,No
2015/11/11,No
2011/2/19,No
2011/10/6,No
2016/10/24,No
2017/1/11,No
2016/11/25,No
2015/9/12,Yes
2015/2/5,No
2015/3/18,No
2012/2/24,No
2015/6/27,No
2009/7/5,No
2013/7/5,No
2010/6/11,No
2017/2/27,No
2013/7/29,No
2015/2/16,No
2015/6/28,No
2017/2/10,No
2012/9/10,No
2012/10/4,No
2008/11/12,No
2013/9/17,No
2015/9/4,No
2015/4/16,No
2011/10/10,No
2009/4/15,No
2010/5/1,No
2016/5/17,No
2012/9/3,No
2009/1/18,No
2014/4/13,No
2009/6/13,No
2009/10/27,No
2016/6/13,No
2008/11/1,No
2010/8/13,No
2015/4/7,No
2010/12/18,Yes
2015/7/28,No
2014/6/12,No
2011/11/15,No
2015/9/21,No
2009/8/23,Yes
2013/4/12,No
2016/7/25,No
2011/10/2,No
2013/11/26,No
2012/4/14,No
2011/12/12,No
2008/12/13,Yes
2010/1/23,No
2014/3/31,No
2011/3/5,No
2017/1/31,No
2012/5/21,No
2017/1/11,No
2009/4/9,Yes
2014/11/1,Yes
2016/6/23,No
2017/2/19,Yes
2013/3/28,No
2010/12/22,No
2009/9/5,No
2012/9/26,No
2015/12/8,Yes
2011/12/31,No
2012/3/30,No
2012/2/26,No
2016/4/3,No
2015/1/11,No
2015/6/25,No
2012/4/14,Yes
2009/3/13,No
2016/12/23,No
2015/5/28,No
2014/6/17,No
2014/1/26,No
2009/6/27,Yes
2012/10/8,No
2017/5/27,No
2016/3/21,No
2015/3/23,Yes
2010/11/24,No
2013/9/11,Yes
2012/8/16,No
2011/12/9,No
2017/6/20,No
2013/10/9,No
2014/5/31,No
2016/4/9,No
2014/10/27,No
2016/4/21,No
2017/4/2,No
2011/10/31,No
2014/12/28,No
2012/1/23,No
2008/8/18,No
2010/5/11,No
2010/11/25,No
2009/1/27,No
2017/3/7,Yes
2009/3/12,No
2010/10/25,No
2009/6/19,No
2014/9/11,No
2015/6/1,Yes
2012/6/7,Yes
2013/12/27,No
2014/10/28,No
2009/10/25,No
2010/7/14,Yes
2010/12/4,Yes
2011/2/26,No
2009/10/23,No
2013/3/27,Yes
2015/5/30,No
2015/7/20,No
2016/4/10,No
2010/7/4,No
2010/10/17,No
2012/6/24,No
2011/3/11,No
2011/10/8,No
2014/10/9,No
2009/1/16,No
2009/4/15,No
2014/10/26,No
2011/9/26,No
2017/3/24,Yes
2017/1/16,No
2017/6/9,No
2009/3/24,No
2013/6/16,No
2010/6/9,No
2016/5/16,No
2010/7/19,No
2016/9/25,No
2009/7/14,No
2013/10/11,No
2016/2/26,No
2014/7/20,No
2016/10/31,No
2015/1/17,No
2011/3/14,No
2015/4/10,Yes
2009/10/16,No
2017/6/2,No
2009/10/9,No
2016/10/29,Yes
2014/7/6,No
2011/7/18,No
2013/8/21,No
2015/3/2,No
2010/8/13,No
2015/1/17,No
2016/6/29,No
2016/12/5,No
2015/1/28,No
2011/8/14,No
2012/10/6,Yes
2015/6/23,No
2013/5/1,No
2013/12/5,Yes
2011/1/11,No
2013/6/8,No
2012/4/15,No
2016/10/17,No
2011/2/28,No
2013/8/24,Yes
2010/1/5,No
2013/4/3,No
2011/7/16,No
2014/12/5,No
2010/1/10,No
2009/5/31,No
2017/5/15,No
2013/12/20,No
2016/11/5,No
2016/6/6,No
2013/5/4,No
2012/7/31,No
2010/2/7,No
2014/2/27,No
2015/1/5,No
2010/8/6,No
2013/3/21,No
2011/3/16,No
2011/2/18,Yes
2009/3/14,No
2014/7/26,No
2012/3/28,No
2010/8/7,No
2011/6/17,No
2017/1/19,No
2010/6/18,No
2012/11/29,No
2017/1/29,No
2014/10/27,No
2015/1/11,Yes
2014/3/17,No
2009/11/27,Yes
2009/5/31,No
2015/9/23,Yes
2013/8/24,No
2010/5/28,No
2010/7/2,No
2011/10/23,No
2016/1/2,No
2011/7/11,No
2013/11/1,No
2012/10/9,No
2014/3/9,No
2010/6/25,No
2013/1/21,No
2014/11/23,No
2016/11/11,No
2014/12/16,Yes
2014/6/26,Yes
2017/4/10,No
2012/4/25,No
2016/12/15,No
2009/10/7,No
2017/4/8,Yes
2016/4/1,No
2009/8/5,Yes
2011/9/3,Yes
2009/5/3,No
2013/1/26,No
2011/12/25,No
2016/5/15,No
2011/9/18,No
2015/8/14,Yes
2014/4/18,No
2016/6/19,Yes
2013/1/26,No
2016/4/9,No
2008/10/7,No
2011/1/26,No
2013/6/7,No
2014/9/6,No
2013/11/11,No
2015/7/23,No
2015/9/15,No
2016/11/5,No
2011/10/16,No
2015/8/4,No
2014/11/16,No
2017/4/4,No
2011/3/11,No
2009/6/11,No
2010/3/8,Yes
2011/3/4,No
2015/5/25,No
2010/12/4,No
2017/2/9,No
2015/1/5,No
2011/11/24,No
2013/6/30,No
2016/10/21,No
2014/2/16,No
2013/3/17,No
2012/7/16,No
2010/7/17,No
2016/2/27,No
2016/10/8,No
2013/12/14,No
2011/12/15,No
2016/5/4,No
2013/6/24,Yes
2016/3/16,Yes
2011/6/4,No
2014/5/20,No
2016/9/11,No
2010/8/29,No
2012/8/12,No
2015/1/12,No
2010/3/29,No
2011/12/29,No
2016/10/24,No
2010/11/5,Yes
2015/9/6,No
2010/6/21,No
2014/2/1,No
2008/8/12,No
2010/12/12,No
2014/4/17,No
2009/2/26,No
2014/2/18,No
2014/4/16,No
2017/1/31,Yes
2017/3/4,No
2008/12/23,No
2014/10/19,No
2010/11/29,No
2009/11/8,No
2013/8/8,Yes
2015/7/22,No
2017/1/31,No
2012/11/20,No
2012/10/5,No
2015/9/9,No
2017/5/11,No
2011/6/5,No
2015/5/31,No
2011/8/6,No
2009/11/13,No
2011/9/20,No
2014/3/25,Yes
2011/10/1,Yes
2015/12/28,No
2012/2/18,No
2013/12/3,No
2009/1/24,No
2015/7/3,No
2011/2/3,Yes
2014/4/3,Yes
2011/5/9,No
2012/5/9,No
2016/10/22,No
2014/8/3,No
2013/3/15,No
2009/12/20,No
2010/3/9,No
2015/2/10,No
2013/1/30,No
2011/8/21,No
2016/11/16,Yes
2014/2/11,No
2012/7/22,No
2014/2/28,No
2009/8/24,Yes
2012/7/26,No
2013/5/28,No
2016/11/26,No
2016/1/18,No
2016/12/1,No
2016/2/17,No
2012/3/20,No
2010/5/13,No
2016/5/2,No
2013/5/12,No
2009/6/8,No
2013/9/23,No
2014/5/1,No
2009/12/14,No
2016/3/29,No
2011/5/17,No
2014/4/29,No
2011/2/12,No
2014/8/4,No
2014/7/24,Yes
2013/6/14,No
2011/8/27,Yes
2014/4/7,No
2014/12/6,No
2015/2/7,No
2015/10/31,Yes
2009/9/5,No
2008/9/5,Yes
2017/2/17,No
2011/6/21,No
2009/7/28,No
2016/1/11,No
2014/8/22,No
2010/12/25,Yes
2009/1/3,No
2013/1/20,Yes
2015/3/17,No
2013/4/5,No
2014/8/8,No
2013/5/3,No
2009/6/13,No
2017/6/22,No
2010/5/16,No
2015/7/14,No
2013/10/6,No
2015/7/13,No
2015/12/26,No
2011/5/26,No
2013/9/28,No
2014/9/12,No
2014/9/1,No
2011/1/9,No
2016/3/16,No
2009/2/2,No
2013/7/16,No
2016/7/1,No
2009/2/9,No
2009/10/6,No
2015/8/24,No
2009/11/14,No
2015/2/27,No
2017/5/23,Yes
2013/12/16,No
2009/12/5,No
2010/9/5,No
2009/7/9,Yes
2013/5/31,No
2016/2/14,No
2015/11/11,No
2012/11/11,No
2012/8/6,No
2010/3/7,Yes
2016/3/7,No
2011/1/12,Yes
2010/10/17,No
2010/5/24,No
2012/11/16,No
2015/1/28,No
2014/5/17,No
2011/12/2,No
2009/3/16,No
2013/9/26,No
2012/9/24,No
2012/7/8,No
2010/11/19,No
2010/4/11,No
2009/1/20,No
2012/5/23,No
2017/3/25,No
2016/7/22,No
2013/10/17,Yes
2009/9/12,No
2016/2/5,No
2011/7/4,No
2014/3/31,No
2014/5/31,Yes
2010/4/7,No
2014/9/7,No
2009/5/4,No
2013/1/21,No
2009/7/3,No
2014/7/11,Yes
2010/9/21,No
2016/4/6,No
2012/1/6,No
2013/9/6,No
2015/11/14,No
2015/9/28,No
2009/12/7,No
2015/4/17,No
2014/11/14,No
2010/10/26,No
2009/7/19,No
2015/8/3,No
2017/5/21,No
2016/8/17,Yes
2011/6/17,Yes
2009/1/20,No
2014/8/2,No
2012/4/19,No
2009/8/22,Yes
2010/5/31,No
2010/5/9,No
2012/3/24,Yes
2013/7/22,No
2014/9/5,No
2010/8/30,No
2009/10/21,No
2015/1/10,Yes
2012/9/27,No
2015/4/30,No
2011/3/30,No
2013/6/9,Yes
2011/12/5,No
2015/9/16,No
2010/5/12,No
2009/11/27,Yes
2012/7/10,Yes
2016/7/12,No
2013/7/5,No
2012/10/20,No
2012/10/27,No
2010/3/21,No
2010/11/20,Yes
2017/5/19,Yes
2015/5/27,No
2017/1/16,No
2014/8/15,No
2013/1/28,Yes
2011/12/3,No
2016/1/27,Yes
2015/7/16,Yes
2010/8/17,No
2014/12/11,No
2010/9/18,No
2012/2/4,No
2012/11/18,No
2013/3/5,No
2009/5/17,No
2012/5/21,No
2016/6/9,Yes
2012/2/24,No
2015/1/2,Yes
2014/3/26,No
2017/3/11,No
2013/6/15,No
2010/12/27,Yes
2014/10/6,No
2009/9/12,No
2012/11/7,No
2011/8/4,No
2011/5/29,No
2011/12/22,No
2013/10/1,No
2013/5/22,No
2009/10/24,No
2016/5/23,Yes
2010/5/12,No
2011/6/22,No
2012/11/24,No
2013/10/12,No
2013/5/26,No
2015/12/28,No
2016/2/14,No
2012/7/27,Yes
2015/3/1,No
2009/3/16,No
2010/10/27,Yes
2014/6/24,Yes
2012/2/19,No
2012/10/28,No
2012/11/12,No
2017/3/4,No
2009/10/1,No
2016/7/20,Yes
2015/1/22,Yes
2017/4/5,Yes
2017/5/18,No
2014/12/31,No
2015/2/5,No
2014/11/28,No
2008/12/4,No
2009/12/18,Yes
2014/7/3,No
2015/2/9,No
2009/9/18,No
2013/10/20,No
2013/8/29,Yes
2011/1/17,No
2009/1/19,Yes
2009/10/1,No
2012/1/4,No
2011/6/22,No
2011/8/26,No
2017/3/11,No
2010/7/28,Yes
2011/11/24,No
2015/5/31,No
2010/4/15,No
2015/2/22,Yes
2008/12/8,No
2013/11/13,No
2015/7/3,No
2011/5/6,No
2016/10/27,No
2009/5/5,No
2009/6/4,No
2009/5/8,No
2015/5/15,No
2013/1/8,Yes
2009/11/19,No
2009/3/27,Yes
2015/12/7,No
2014/10/13,No
2016/11/21,No
2011/7/3,Yes
2017/4/3,Yes
2016/2/24,No
2016/4/21,Yes
2010/2/13,No
2013/9/24,No
2012/3/12,No
2016/6/23,Yes
2016/7/19,No
2016/6/19,No
2010/6/28,No
2011/2/11,Yes
2011/7/22,Yes
2013/12/6,No
2012/1/19,No
2009/1/30,No
2013/10/27,No
2016/3/4,No
2016/2/29,No
2012/1/6,No
2010/1/14,No
2012/8/3,No
2016/10/22,No
2013/1/26,No
2014/6/21,No
2010/4/20,No
2010/11/21,No
2013/1/14,No
2016/5/27,No
2014/4/6,No
2011/3/28,No
2009/2/5,No
2014/7/7,No
2017/4/29,No
2012/2/20,No
2013/9/21,No
2010/8/14,No
2009/3/18,No
2016/9/14,No
2012/9/4,No
2013/9/16,Yes
2013/3/9,No
2011/8/26,No
2015/2/4,No
2014/2/21,Yes
2014/3/5,No
2010/9/5,Yes
2014/2/26,No
2016/1/17,No
2009/7/1,No
2014/3/19,No
2013/1/31,No
2013/10/21,No
2013/11/13,No
2013/11/29,Yes
2009/3/12,No
2010/3/13,No
2014/7/25,No
2016/7/26,No
2017/4/25,No
2012/5/27,No
2013/10/21,Yes
2016/11/6,No
2012/6/16,Yes
2015/3/20,Yes
2010/10/2,No
2015/1/23,Yes
2010/10/21,No
2009/2/27,No
2010/6/14,No
2014/3/11,Yes
2012/5/10,No
2016/11/3,No
2016/10/6,No
2013/4/10,No
2012/4/21,No
2008/9/24,No
2014/11/30,No
2009/3/10,No
2009/1/26,No
2014/2/13,No
2016/5/7,No
2015/11/21,No
2010/6/7,No
2016/12/12,No
2010/12/5,No
2010/10/7,No
2016/1/15,Yes
2016/5/15,No
2015/4/29,No
2014/9/23,No
2010/1/19,No
2016/6/30,No
2009/5/3,No
2011/10/15,Yes
2010/10/3,No
2012/7/11,Yes
2014/11/18,No
2011/1/30,No
2015/12/11,No
2009/3/19,No
2015/7/20,Yes
2014/9/23,No
2016/7/29,Yes
2014/3/9,Yes
2015/1/25,No
2011/5/3,No
2015/11/8,No
2015/9/14,No
2010/11/1,Yes
2016/7/9,No
2012/8/14,No
2016/9/10,No
2016/4/14,No
2013/3/3,No
2010/11/22,No
2011/9/6,Yes
2012/3/16,No
2012/5/19,No
2015/7/20,Yes
2016/5/15,No
2017/4/5,No
2013/1/24,No
2014/11/29,No
2009/7/23,No
2011/2/22,No
2012/10/13,No
2009/4/16,No
2011/2/11,Yes
2014/12/2,No
2009/1/14,No
2014/12/5,No
2012/5/15,No
2016/10/1,No
2011/2/8,No
2014/9/16,Yes
2012/11/17,No
2013/12/28,No
2011/9/4,Yes
2014/3/27,No
2012/8/28,No
2012/1/29,No
2016/11/24,No
2010/12/26,No
2014/6/18,No
2014/12/19,No
2013/8/5,Yes
2010/9/19,No
2017/5/3,No
2011/12/14,No
2011/10/16,No
2013/9/19,Yes
2013/10/29,Yes
2014/3/11,No
2012/2/25,No
2015/2/25,No
2014/6/17,No
2009/8/23,No
2010/2/18,No
2013/7/3,No
2013/6/1,Yes
2015/10/29,No
2010/3/5,No
2012/5/12,No
2014/2/23,No
2009/1/21,No
2010/4/27,No
2009/4/1,No
2014/8/22,No
2014/5/18,Yes
2009/1/14,No
2016/5/10,No
2009/10/11,No
2012/9/3,No
2016/6/3,No
2016/7/5,No
2011/7/31,No
2016/2/20,No
2011/7/2,No
2016/8/5,No
2012/10/9,No
2014/12/15,No
2012/6/26,No
2011/7/13,No
2009/3/26,No
2012/5/7,No
2011/7/10,No
2014/12/19,No
2014/7/29,No
2013/8/6,Yes
2017/3/14,No
2015/4/10,Yes
2014/9/19,No
2013/10/10,No
2009/12/2,No
2009/2/1,No
2009/10/24,No
2015/10/27,No
2009/6/18,Yes
2012/10/20,No
2013/9/5,No
2011/10/30,No
2013/9/12,No
2011/7/29,No
2010/8/14,Yes
2013/5/26,No
2011/11/15,No
2015/6/25,No
2009/3/22,No
2013/12/23,No
2016/11/26,No
2010/4/30,No
2016/2/8,No
2014/11/6,No
2015/12/1,No
2014/9/23,No
2014/10/18,Yes
2010/2/3,Yes
2010/9/3,Yes
2009/3/29,No
2014/8/23,No
2014/10/7,No
2011/8/29,No
2016/11/23,No
2016/12/6,Yes
2011/6/26,No
2014/1/16,No
2012/7/9,No
2014/7/19,Yes
2013/4/30,No
2014/11/29,No
2017/5/4,No
2017/5/28,No
2016/8/13,No
2009/4/23,No
2016/4/25,No
2014/2/2,No
2013/1/2,No
2014/9/15,No
2014/9/22,No
2017/5/5,No
2009/9/2,No
2010/7/15,No
2013/8/24,Yes
2014/4/25,No
2013/7/13,No
2012/1/30,Yes
2015/8/12,No
2014/7/23,Yes
2010/9/10,No
2015/2/16,No
2014/10/17,No
2013/9/14,No
2017/3/17,Yes
2017/1/4,No
2009/3/31,Yes
2016/7/28,No
2011/5/3,No
2015/12/5,No
2017/3/25,No
2014/6/27,No
2012/8/5,Yes
2009/3/10,No
2013/5/21,Yes
2016/8/1,Yes
2016/5/23,No
2012/6/30,No
2012/9/6,No
2011/8/2,No
2016/10/8,Yes
2011/10/30,No
2016/4/20,No
2012/9/13,No
2015/10/22,No
2009/9/2,No
2009/2/18,No
2016/5/10,No
2012/11/9,No
2017/2/2,No
2016/3/11,Yes
2015/12/9,No
2010/2/14,Yes
2010/12/7,Yes
2017/6/13,No
2014/3/20,No
2010/9/13,No
2010/11/23,No
2014/7/28,No
2016/11/22,No
2013/1/28,Yes
2015/6/26,No
2014/3/18,No
2013/3/31,No
2016/12/31,No
2015/4/4,No
2013/9/14,No
2016/3/7,No
2013/6/27,No
2010/8/2,No
2015/3/9,No
2014/5/25,No
2015/1/6,Yes
2009/11/23,No
2011/8/13,No
2015/8/12,No
2013/1/8,No
2011/6/29,No
2014/12/11,No
2014/7/22,No
2011/5/14,No
2010/12/25,Yes
2014/2/13,No
2009/9/12,No
2014/5/11,No
2009/9/8,No
2010/10/30,Yes
2009/3/27,No
2013/10/7,No
2012/9/4,Yes
2017/6/15,No
2016/3/10,No
2010/4/18,No
2009/3/6,No
2014/1/3,No
2011/11/12,No
2012/4/4,No
2015/8/1,No
2009/1/9,No
2013/8/4,No
2010/2/19,No
2014/10/30,No
2012/2/16,No
2014/1/10,No
2011/9/13,No
2016/7/15,No
2010/5/3,No
2010/1/15,No
2016/10/23,No
2013/3/21,Yes
2012/10/11,Yes
2010/2/4,No
2014/7/26,No
2015/3/8,No
2016/10/7,No
2012/3/19,No
2014/12/30,No
2008/4/13,No
2010/7/8,No
2016/5/2,No
2013/5/13,No
2015/6/25,No
2008/12/2,No
2014/5/24,No
2015/7/31,No
2016/12/26,No
2015/1/4,No
2010/2/15,No
2014/7/24,No
2011/7/20,Yes
2011/7/5,No
2012/9/9,No
2010/12/27,Yes
2011/3/24,Yes
2014/8/8,No
2016/6/17,Yes
2009/8/8,No
2014/3/18,No
2008/9/1,No
2011/1/6,No
2015/3/28,No
2009/6/22,No
2015/9/28,No
2014/9/7,No
2009/7/20,No
2012/4/23,Yes
2016/4/25,No
2010/1/10,No
2010/9/1,No
2013/10/10,No
2012/11/6,Yes
2012/11/6,No
2016/5/12,No
2011/3/29,No
2013/7/31,No
2015/9/26,No
2013/3/17,No
2011/10/21,No
2013/6/9,No
2013/12/11,No
2012/2/3,Yes
2011/9/19,No
2009/10/18,No
2010/2/16,No
2010/10/22,Yes
2016/5/29,Yes
2014/6/6,Yes
2012/6/23,No
2017/5/24,No
2016/12/17,No
2011/11/28,No
2014/8/7,Yes
2016/8/15,No
2016/6/2,Yes
2015/6/10,No
2015/5/3,Yes
2010/3/6,No
2012/4/20,No
2016/2/8,No
2010/12/17,No
2009/11/8,Yes
2010/4/10,Yes
2017/2/28,No
2015/7/6,No
2011/2/8,No
2014/5/24,No
2014/6/25,No
2014/8/19,No
2012/2/2,No
2009/3/9,No
2012/7/23,Yes
2017/5/2,No
2015/10/7,No
2011/10/13,No
2010/2/5,No
2015/11/15,No
2015/7/5,No
2015/10/17,No
2017/4/28,No
2016/6/13,No
2013/10/4,No
2015/6/23,No
2014/10/10,No
2010/7/6,No
2015/8/23,No
2014/11/15,No
2015/3/20,No
2009/12/20,Yes
2015/8/26,No
2010/2/17,No
2017/5/15,No
2010/2/7,No
2016/10/15,No
2014/6/4,No
2017/4/6,No
2012/11/14,No
2016/7/12,No
2012/11/11,No
2014/8/31,No
2012/8/2,No
2014/8/4,No
2014/10/16,No
2011/8/14,No
2015/7/19,No
2008/10/24,No
2012/8/26,No
2012/2/24,No
2010/10/12,No
2009/1/11,No
2009/5/28,No
2012/11/11,No
2011/9/12,No
2015/6/24,No
2015/12/17,No
2016/8/30,No
2010/1/15,No
2010/8/29,No
2010/3/19,No
2015/11/2,No
2016/7/31,No
2015/4/24,No
2012/11/23,No
2008/12/12,Yes
2014/12/1,Yes
2017/5/30,No
2014/5/31,Yes
2016/10/10,No
2015/7/8,No
2016/7/9,No
2017/5/25,No
2012/1/6,Yes
2015/8/22,No
2011/7/19,No
2016/3/15,No
2017/5/4,No
2009/11/11,Yes
2016/3/18,Yes
2015/4/12,No
2012/4/12,No
2010/9/30,No
2011/11/8,Yes
2012/2/12,No
2011/7/22,No
2009/11/5,No
2010/5/21,Yes
2013/9/7,Yes
2015/7/22,No
2009/6/29,No
2009/2/24,No
2014/4/19,No
2011/8/13,Yes
2010/10/13,No
2016/3/11,No
2009/12/18,Yes
2012/6/17,No
2015/12/6,No
2009/8/3,No
2008/12/30,No
2014/4/12,No
2009/12/22,Yes
2012/6/10,No
2011/5/9,Yes
2017/1/8,No
2016/5/4,No
2011/6/18,Yes
2010/7/27,No
2015/10/7,No
2011/2/10,No
2010/8/10,No
2011/9/11,No
2015/7/7,Yes
2014/10/12,No
2014/11/15,No
2014/1/20,No
2013/10/9,No
2013/6/8,No
2010/12/9,No
2009/6/8,No
2015/7/2,No
2016/10/10,No
2010/1/3,No
2009/9/28,Yes
2010/6/27,No
2013/10/9,No
2008/12/28,No
2014/11/6,No
2013/3/22,No
2011/12/3,No
2010/4/8,No
2009/3/14,Yes
2009/11/6,No
2011/3/13,No
2013/9/21,No
2010/4/5,Yes
2009/4/4,No
2017/1/26,No
2009/11/6,No
2015/8/27,No
2011/3/28,Yes
2016/7/9,No
2008/8/19,No
2014/7/1,No
2015/12/15,No
2016/5/28,No
2014/5/20,Yes
2017/2/5,Yes
2010/6/23,Yes
2010/7/15,No
2015/3/18,No
2011/7/8,No
2009/1/12,No
2014/8/31,No
2012/9/13,No
2015/9/13,No
2014/10/4,No
2009/7/17,No
2013/6/24,Yes
2015/9/21,No
2015/12/2,No
2012/6/30,No
2015/7/29,No
2013/12/12,No
2009/9/23,No
2015/2/12,No
2010/11/23,No
2009/6/15,No
2014/3/27,Yes
2012/1/28,No
2012/8/9,No
2012/3/16,Yes
2011/2/8,No
2011/11/29,No
2015/7/15,Yes
2016/7/15,No
2017/1/26,Yes
2010/10/5,No
2012/7/25,No
2009/6/18,No
2015/5/18,No
2015/5/30,No
2010/7/9,No
2010/8/5,No
2016/10/22,Yes
2014/7/31,No
2010/2/8,No
2012/1/17,Yes
2014/4/14,No
2013/1/17,No
2011/8/6,Yes
2011/8/17,Yes
2011/1/12,Yes
2011/9/20,No
2009/6/13,No
2015/7/3,No
2011/5/24,No
2013/4/24,No
2010/3/12,No
2015/12/26,No
2014/11/3,No
2011/10/20,No
2014/2/7,No
2016/8/12,No
2014/6/24,No
2013/5/12,No
2016/3/15,No
2010/7/6,No
2012/10/1,No
2010/6/26,No
2014/11/3,No
2012/6/29,Yes
2014/7/12,No
2010/2/10,Yes
2015/5/10,Yes
2015/3/2,No
2009/5/30,No
2017/5/20,No
2011/9/19,No
2010/7/30,Yes
2012/4/4,No
2012/5/18,No
2009/2/4,No
2010/8/25,Yes
2013/4/21,No
2016/11/23,No
2016/7/28,No
2009/8/16,Yes
2013/9/16,Yes
2012/9/24,No
2016/3/25,No
2016/5/29,No
2013/3/26,No
2010/10/25,No
2012/9/30,No
2011/11/15,No
2010/5/16,No
2010/11/28,No
2011/3/28,No
2010/3/24,No
2017/6/22,No
2009/3/8,No
2013/4/17,No
2013/10/6,No
2014/10/7,No
2010/1/18,No
2009/7/8,No
2014/10/26,Yes
2015/8/29,Yes
2012/9/19,No
2015/4/26,No
2014/4/23,No
2014/8/8,No
2009/4/11,No
2010/11/3,No
2013/6/9,No
2010/7/12,No
2012/6/16,No
2014/8/12,No
2010/6/12,No
2012/9/1,No
2012/7/19,No
2016/7/13,No
2014/5/12,Yes
2012/3/15,No
2017/3/31,No
2012/9/4,No
2009/9/25,Yes
2016/9/20,No
2015/1/6,No
2014/10/22,No
2011/2/24,No
2015/5/26,No
2016/9/7,No
2012/9/25,No
2014/3/9,Yes
2009/9/8,No
2012/5/17,No
2013/4/19,No
2008/10/22,No
2015/3/22,Yes
2013/6/14,No
2009/4/13,No
2009/5/17,No
2010/11/5,No
2012/6/19,No
2012/3/7,No
2013/4/1,No
2012/7/16,No
2010/2/2,Yes
2012/11/23,No
2017/5/10,No
2013/3/20,No
2009/6/25,Yes
2014/12/12,No
2013/12/29,No
2014/2/28,No
2010/12/1,Yes
2015/3/10,No
2010/7/16,No
2010/6/27,No
2014/6/18,No
2008/12/23,No
2012/11/7,No
2013/8/18,Yes
2007/11/8,No
2013/4/26,No
2015/10/31,No
2014/11/26,No
2012/2/18,No
2015/1/4,No
2016/7/30,No
2011/5/13,Yes
2013/11/12,Yes
2010/8/26,No
2010/8/26,No
2009/6/2,No
2013/4/23,No
2009/7/14,No
2011/12/12,No
2013/12/3,No
2015/8/17,No
2009/4/20,No
2014/10/9,No
2011/5/14,No
2015/12/25,No
2016/5/5,No
2013/8/4,No
2017/1/17,No
2016/6/4,No
2012/3/11,No
2013/1/3,No
2016/9/17,No
2009/6/8,No
2011/1/24,No
2015/8/12,No
2012/10/6,No
2014/6/22,No
2015/1/8,No
2011/1/16,No
2015/8/3,No
2016/10/28,No
2016/6/20,Yes
2008/9/11,No
2015/9/18,No
2016/2/1,No
2012/4/30,No
2012/4/11,No
2016/1/25,Yes
2017/3/27,Yes
2013/6/14,No
2010/6/14,No
2009/1/19,No
2009/9/10,No
2016/12/18,Yes
2012/9/19,No
2014/5/6,No
2014/7/14,No
2014/10/16,No
2016/9/6,No
2013/11/23,No
2009/9/9,No
2009/6/5,No
2011/1/12,No
2014/6/20,No
2014/8/23,Yes
2010/12/3,No
2010/11/28,Yes
2009/1/16,No
2014/10/8,No
2015/12/24,No
2013/12/17,No
2010/9/14,No
2009/9/29,Yes
2009/3/25,No
2015/1/27,No
2016/5/3,No
2015/12/25,No
2016/6/13,No
2011/12/14,No
2016/1/21,No
2017/4/1,No
2014/2/19,Yes
2011/1/5,No
2013/5/27,No
2010/11/30,No
2016/10/16,No
2011/9/24,No
2016/5/8,No
2013/4/10,No
2011/6/5,No
2015/3/28,No
2012/10/20,No
2015/8/14,No
2010/6/2,No
2013/8/11,Yes
2010/11/28,No
2017/6/12,No
2014/10/21,No
2015/12/9,No
2011/11/28,No
2012/9/28,Yes
2014/3/27,No
2016/4/4,No
2017/1/19,Yes
2010/8/20,No
2011/7/29,No
2012/9/27,No
2012/1/26,No
2017/3/21,Yes
2013/7/18,No
2011/12/22,No
2011/5/22,Yes
2016/4/7,No
2011/9/22,No
2009/5/31,Yes
2016/7/18,No
2010/2/23,No
2011/6/16,No
2014/12/10,Yes
2012/10/13,No
2017/1/17,No
2012/4/21,No
2014/2/23,No
2009/3/26,No
2010/1/14,No
2017/4/24,No
2016/1/10,No
2011/9/7,No
2017/4/19,No
2012/6/24,No
2014/11/30,No
2013/7/17,No
2010/2/12,No
2008/9/5,No
2009/11/29,No
2016/2/4,No
2009/3/3,Yes
2012/7/18,No
2011/6/11,No
2016/4/4,No
2013/10/31,No
2009/12/13,No
2015/2/22,No
2012/6/23,No
2009/4/5,No
2009/6/12,No
2011/3/26,No
2016/2/28,No
2011/6/1,Yes
2017/6/9,Yes
2012/8/28,No
2013/1/4,No
2012/3/27,No
2009/8/23,No
2016/5/2,Yes
2014/12/18,No
2014/9/5,No
2010/11/21,No
2015/9/28,No
2014/4/15,No
2014/9/14,No
2009/8/28,Yes
2015/12/22,No
2016/12/6,No
2014/6/13,No
2017/6/1,No
2012/9/11,No
2010/8/16,No
2009/5/31,No
2013/10/13,Yes
2013/10/2,Yes
2009/1/24,No
2010/5/27,No
2010/3/20,No
2015/4/29,No
2013/3/20,No
2017/6/3,No
2011/8/17,Yes
2014/2/3,No
2013/11/3,No
2009/11/5,No
2011/12/14,No
2014/3/21,No
2014/6/23,No
2014/2/13,No
2016/2/15,No
2011/1/19,No
2016/10/19,No
2016/1/16,No
2016/11/11,No
2013/10/7,Yes
2014/6/9,No
2014/6/3,No
2015/3/16,No
2015/12/22,No
2012/7/7,Yes
2016/5/30,No
2010/8/3,No
2015/7/15,Yes
2010/12/20,No
2010/4/7,Yes
2015/10/13,Yes
2014/1/10,No
2011/12/25,No
2013/1/16,No
2010/2/8,No
2014/6/7,No
